User Location,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Text,Username,Reply Count,Retweet Count,Like Count,Quote Count
"Kirksville, Mo./Ottumwa, Ia.",1,1,1,1,1,1,1,1,1,1
Knitting during a Zoom meeting,1,1,1,1,1,1,1,1,1,1
"Knoxville, TN",1,1,1,1,1,1,1,1,1,1
L. A.  Ca.,1,1,1,1,1,1,1,1,1,1
LA,2,2,2,2,2,2,2,2,2,2
LA & The Netherlands,1,1,1,1,1,1,1,1,1,1
LA & WA,1,1,1,1,1,1,1,1,1,1
LA | NYC,1,1,1,1,1,1,1,1,1,1
"LA, NY & Cambridge",2,2,2,2,2,2,2,2,2,2
"LA,Houston, NYC, ATL,Tampa",1,1,1,1,1,1,1,1,1,1
La Selva,1,1,1,1,1,1,1,1,1,1
"Lafayette, LA",2,2,2,2,2,2,2,2,2,2
"Lagos, Nigeria",1,1,1,1,1,1,1,1,1,1
"Lake Travis, Texas",1,1,1,1,1,1,1,1,1,1
"Lansing, Michigan",1,1,1,1,1,1,1,1,1,1
"Laredo, Texas",3,3,3,3,3,3,3,3,3,3
Las Vegas,1,1,1,1,1,1,1,1,1,1
Las Vegas ,1,1,1,1,1,1,1,1,1,1
"Las Vegas, NV",2,2,2,2,2,2,2,2,2,2
Lawn Guy Land,1,1,1,1,1,1,1,1,1,1
Lawrence KS ,1,1,1,1,1,1,1,1,1,1
Lawrence Kansas,2,2,2,2,2,2,2,2,2,2
"Lee's Summit, MO",1,1,1,1,1,1,1,1,1,1
Lenape land,1,1,1,1,1,1,1,1,1,1
Lenapehoking,1,1,1,1,1,1,1,1,1,1
"Lewiston, Calif.",1,1,1,1,1,1,1,1,1,1
"Lexington, KY",4,4,4,4,4,4,4,4,4,4
"Lincoln, NE",1,1,1,1,1,1,1,1,1,1
"Lisboa, Portugal",1,1,1,1,1,1,1,1,1,1
Lithonia ,2,2,2,2,2,2,2,2,2,2
"Lithonia, Ga",1,1,1,1,1,1,1,1,1,1
"Little Italy: San Diego, CA.",1,1,1,1,1,1,1,1,1,1
"Little Rock, AR ",1,1,1,1,1,1,1,1,1,1
"Little Rock, Ark.",1,1,1,1,1,1,1,1,1,1
"Littleton, CO",1,1,1,1,1,1,1,1,1,1
"Live From Planet Earth, USA",1,1,1,1,1,1,1,1,1,1
Livin in a trolls 🧠 rent free,1,1,1,1,1,1,1,1,1,1
"Lock Haven, PA",2,2,2,2,2,2,2,2,2,2
London via NYC and ATL,1,1,1,1,1,1,1,1,1,1
Long Island ,1,1,1,1,1,1,1,1,1,1
"Long Island City, NY Queens",1,1,1,1,1,1,1,1,1,1
Looking over your shoulder,3,3,3,3,3,3,3,3,3,3
"Los Angeles, CA",124,124,124,124,124,124,124,124,124,124
"Los Angeles, Ca & Brookyn, NY",1,1,1,1,1,1,1,1,1,1
Louisiana,2,2,2,2,2,2,2,2,2,2
"Louisiana, USA",1,1,1,1,1,1,1,1,1,1
"Louisiana,USA/PuertoRico",1,1,1,1,1,1,1,1,1,1
"Louisville, Kentucky ",1,1,1,1,1,1,1,1,1,1
"Loves Park, IL",1,1,1,1,1,1,1,1,1,1
M E M P H I S,1,1,1,1,1,1,1,1,1,1
M$ | AllBlackLivesMatter🏳️‍🌈,3,3,3,3,3,3,3,3,3,3
MD,1,1,1,1,1,1,1,1,1,1
MS,2,2,2,2,2,2,2,2,2,2
"Maben, Mississippi",4,4,4,4,4,4,4,4,4,4
"Macon, GA",1,1,1,1,1,1,1,1,1,1
"Madison, MS",5,5,5,5,5,5,5,5,5,5
"Madison, WI",3,3,3,3,3,3,3,3,3,3
Madrid,1,1,1,1,1,1,1,1,1,1
Making Money Moves,1,1,1,1,1,1,1,1,1,1
"Malden, MA",3,3,3,3,3,3,3,3,3,3
Mamby Pamby Land,1,1,1,1,1,1,1,1,1,1
Manchester,1,1,1,1,1,1,1,1,1,1
"Manchester, England | He/Him",1,1,1,1,1,1,1,1,1,1
"Manchester, UK",1,1,1,1,1,1,1,1,1,1
"Manhattan, NY",3,3,3,3,3,3,3,3,3,3
"Maplewood, New Jersey",1,1,1,1,1,1,1,1,1,1
Maryland,1,1,1,1,1,1,1,1,1,1
"Maryland, Baltimore",1,1,1,1,1,1,1,1,1,1
"Maryland, Southern AACo",1,1,1,1,1,1,1,1,1,1
"Maryland, USA",3,3,3,3,3,3,3,3,3,3
"Maryland-Virginia-DC, USA",1,1,1,1,1,1,1,1,1,1
"Maryville, TN",1,1,1,1,1,1,1,1,1,1
Massachusetts,1,1,1,1,1,1,1,1,1,1
"Massachusetts, USA",1,1,1,1,1,1,1,1,1,1
"Mattydale, NY",1,1,1,1,1,1,1,1,1,1
May contain affiliate links,1,1,1,1,1,1,1,1,1,1
"McHenry, MS",1,1,1,1,1,1,1,1,1,1
"McLean, Va. (USA TODAY HQ)",1,1,1,1,1,1,1,1,1,1
Medford,1,1,1,1,1,1,1,1,1,1
"Medicine Lake, MN",1,1,1,1,1,1,1,1,1,1
Melbourne Australia,1,1,1,1,1,1,1,1,1,1
"Melbourne Beach, FL",1,1,1,1,1,1,1,1,1,1
"Melbourne, Australia",1,1,1,1,1,1,1,1,1,1
"Melbourne, Victoria, Australia",2,2,2,2,2,2,2,2,2,2
Memphis,3,3,3,3,3,3,3,3,3,3
"Memphis, TN",8,8,8,8,8,8,8,8,8,8
"Mendocino, CA",1,1,1,1,1,1,1,1,1,1
Meridian - Oxford,1,1,1,1,1,1,1,1,1,1
"Mesa, AZ",1,1,1,1,1,1,1,1,1,1
Metro Detroit,1,1,1,1,1,1,1,1,1,1
"Miami, FL",3,3,3,3,3,3,3,3,3,3
"Miami, Florida",1,1,1,1,1,1,1,1,1,1
Michianan in Louisiana,1,1,1,1,1,1,1,1,1,1
Michigan,3,3,3,3,3,3,3,3,3,3
"Michigan, USA",3,3,3,3,3,3,3,3,3,3
Michigan/Huron Potawatomi land,1,1,1,1,1,1,1,1,1,1
Mid America by way of life ,1,1,1,1,1,1,1,1,1,1
Mid Atlantic  ,2,2,2,2,2,2,2,2,2,2
"Midlothian, VA",1,1,1,1,1,1,1,1,1,1
Midwest ,2,2,2,2,2,2,2,2,2,2
Milky Way,2,2,2,2,2,2,2,2,2,2
"Milwaukee, WI",1,1,1,1,1,1,1,1,1,1
"Milwaukee, Wisconsin",1,1,1,1,1,1,1,1,1,1
Minding mines,1,1,1,1,1,1,1,1,1,1
"Minneapolis, MN",2,2,2,2,2,2,2,2,2,2
"Minneapolis, MN, USA",1,1,1,1,1,1,1,1,1,1
"Minneapolis, MN, USA \ Global",3,3,3,3,3,3,3,3,3,3
Minnesota,2,2,2,2,2,2,2,2,2,2
"Minnesota, USA",3,3,3,3,3,3,3,3,3,3
Mississippi,137,137,137,137,137,137,137,137,137,137
Mississippi ,2,2,2,2,2,2,2,2,2,2
Mississippi  🤬,1,1,1,1,1,1,1,1,1,1
"Mississippi & Cambridge, MA ",1,1,1,1,1,1,1,1,1,1
Mississippi College,1,1,1,1,1,1,1,1,1,1
Mississippi Gulf Coast,3,3,3,3,3,3,3,3,3,3
"Mississippi Gulf Coast, USA",1,1,1,1,1,1,1,1,1,1
Mississippi communities,3,3,3,3,3,3,3,3,3,3
Mississippi via Alabama,1,1,1,1,1,1,1,1,1,1
"Mississippi, Mexico",3,3,3,3,3,3,3,3,3,3
Missouri USA,2,2,2,2,2,2,2,2,2,2
"Mobile, AL",2,2,2,2,2,2,2,2,2,2
"Mobile, Alabama",2,2,2,2,2,2,2,2,2,2
"Moncton, Canada",2,2,2,2,2,2,2,2,2,2
Montana ,1,1,1,1,1,1,1,1,1,1
"Montana, USA",1,1,1,1,1,1,1,1,1,1
"Montco, Pennsylvania",1,1,1,1,1,1,1,1,1,1
"Montgomery County, TX",1,1,1,1,1,1,1,1,1,1
"Montgomery, AL",1,1,1,1,1,1,1,1,1,1
"Moradabad, India",1,1,1,1,1,1,1,1,1,1
"Morgantown, WV",2,2,2,2,2,2,2,2,2,2
"Mostly Chicago, IL ",1,1,1,1,1,1,1,1,1,1
Mother Earth,1,1,1,1,1,1,1,1,1,1
Mount Holly,2,2,2,2,2,2,2,2,2,2
"Mountain View, CA",4,4,4,4,4,4,4,4,4,4
Moving America #OffFossilFuels,1,1,1,1,1,1,1,1,1,1
"Mumbai, India",2,2,2,2,2,2,2,2,2,2
Municipio Sal Si Puedes,1,1,1,1,1,1,1,1,1,1
Muscogee Territory,1,1,1,1,1,1,1,1,1,1
My bag ,1,1,1,1,1,1,1,1,1,1
My own little world,2,2,2,2,2,2,2,2,2,2
My ringtone? Play video at...,1,1,1,1,1,1,1,1,1,1
"Myrtle Beach, SC",1,1,1,1,1,1,1,1,1,1
N 31°45' 0'' / W 89°16' 0'',1,1,1,1,1,1,1,1,1,1
N 38°48' 0'' / W 77°9' 0'',1,1,1,1,1,1,1,1,1,1
N.Y. U.S.A. ,1,1,1,1,1,1,1,1,1,1
N8ion-Wid3,1,1,1,1,1,1,1,1,1,1
NC USA,1,1,1,1,1,1,1,1,1,1
"NNY, FL, SC, NJ",1,1,1,1,1,1,1,1,1,1
NOLA,2,2,2,2,2,2,2,2,2,2
NY,3,3,3,3,3,3,3,3,3,3
NY ,1,1,1,1,1,1,1,1,1,1
NY NY,1,1,1,1,1,1,1,1,1,1
NY01,1,1,1,1,1,1,1,1,1,1
NYC & DC,1,1,1,1,1,1,1,1,1,1
NYC - PDX - stolen land,1,1,1,1,1,1,1,1,1,1
"NYC, Chicago, DC",1,1,1,1,1,1,1,1,1,1
Na,1,1,1,1,1,1,1,1,1,1
Nashville,4,4,4,4,4,4,4,4,4,4
"Nashville, TN",6,6,6,6,6,6,6,6,6,6
"Nashville, Tennessee",1,1,1,1,1,1,1,1,1,1
National Capital Region,2,2,2,2,2,2,2,2,2,2
"Native Texan  (oh, the shame!)",1,1,1,1,1,1,1,1,1,1
Nazi-Free USA,1,1,1,1,1,1,1,1,1,1
"Nebraska, USA",1,1,1,1,1,1,1,1,1,1
Nebraska/Iowa/South Dakota,1,1,1,1,1,1,1,1,1,1
"Needham and Fitchburg, MA",1,1,1,1,1,1,1,1,1,1
"Neosho, Missouri",1,1,1,1,1,1,1,1,1,1
Nepal,1,1,1,1,1,1,1,1,1,1
Nevada,1,1,1,1,1,1,1,1,1,1
New Connecticut,1,1,1,1,1,1,1,1,1,1
"New Delhi, India",2,2,2,2,2,2,2,2,2,2
New England,3,3,3,3,3,3,3,3,3,3
New England now NorCal,1,1,1,1,1,1,1,1,1,1
"New Farangastan, Salish Lands ",1,1,1,1,1,1,1,1,1,1
"New Haven, CT",3,3,3,3,3,3,3,3,3,3
New Jersey,1,1,1,1,1,1,1,1,1,1
"New Jersey, USA",4,4,4,4,4,4,4,4,4,4
New London OH & Long Beach CA,1,1,1,1,1,1,1,1,1,1
New Mexico,1,1,1,1,1,1,1,1,1,1
"New Mississippi, USA",1,1,1,1,1,1,1,1,1,1
New Orleans,6,6,6,6,6,6,6,6,6,6
New Orleans and Beyond,1,1,1,1,1,1,1,1,1,1
"New Orleans, LA",10,10,10,10,10,10,10,10,10,10
"New Orleans, Louisiana",1,1,1,1,1,1,1,1,1,1
"New Orleans, Louisiana ",1,1,1,1,1,1,1,1,1,1
"New Providence, NJ",2,2,2,2,2,2,2,2,2,2
New York,17,17,17,17,17,17,17,17,17,17
"New York City & Jupiter, Florida",1,1,1,1,1,1,1,1,1,1
New York City & New Jersey +DC,1,1,1,1,1,1,1,1,1,1
New York City / Worldwide,4,4,4,4,4,4,4,4,4,4
"New York City, NY",1,1,1,1,1,1,1,1,1,1
"New York City, USA",2,2,2,2,2,2,2,2,2,2
"New York City/Washington, D.C.",1,1,1,1,1,1,1,1,1,1
New York NY,1,1,1,1,1,1,1,1,1,1
New York NY (Forest Hills) USA,1,1,1,1,1,1,1,1,1,1
"New York, N. Y.",1,1,1,1,1,1,1,1,1,1
"New York, N.Y.",2,2,2,2,2,2,2,2,2,2
"New York, NY",77,77,77,77,77,77,77,77,77,77
"New York, NY USA",2,2,2,2,2,2,2,2,2,2
"New York, New York",5,5,5,5,5,5,5,5,5,5
"New York, USA",24,24,24,24,24,24,24,24,24,24
"New York, USA Biden/Harris2024",1,1,1,1,1,1,1,1,1,1
"New York,NY",2,2,2,2,2,2,2,2,2,2
New York—-Davao City.,1,1,1,1,1,1,1,1,1,1
"Newark, NJ",2,2,2,2,2,2,2,2,2,2
"Newport News, VA",1,1,1,1,1,1,1,1,1,1
"Newport News, Virginia",1,1,1,1,1,1,1,1,1,1
Nisenan Land,1,1,1,1,1,1,1,1,1,1
No longer in Paris😒,1,1,1,1,1,1,1,1,1,1
"Norfolk, VA",1,1,1,1,1,1,1,1,1,1
North America,1,1,1,1,1,1,1,1,1,1
North Atlantic,1,1,1,1,1,1,1,1,1,1
North Carolina,4,4,4,4,4,4,4,4,4,4
"North Carolina, USA",5,5,5,5,5,5,5,5,5,5
North East USA,1,1,1,1,1,1,1,1,1,1
North England South France,1,1,1,1,1,1,1,1,1,1
"North Hollywood, Los Angeles",1,1,1,1,1,1,1,1,1,1
North Kansas City,1,1,1,1,1,1,1,1,1,1
"North Las Vegas, NV",1,1,1,1,1,1,1,1,1,1
"North Logan, UT",1,1,1,1,1,1,1,1,1,1
North Philly,1,1,1,1,1,1,1,1,1,1
"North San Fernando Valley, CA",1,1,1,1,1,1,1,1,1,1
"North Vancouver, BC",1,1,1,1,1,1,1,1,1,1
North by Northwest ,1,1,1,1,1,1,1,1,1,1
NorthWest Amexem,1,1,1,1,1,1,1,1,1,1
Northeast USA,1,1,1,1,1,1,1,1,1,1
Northern California,1,1,1,1,1,1,1,1,1,1
"Northfield, KY",1,1,1,1,1,1,1,1,1,1
"Northridge, Los Angeles",1,1,1,1,1,1,1,1,1,1
Northwest United States,1,1,1,1,1,1,1,1,1,1
Norway,1,1,1,1,1,1,1,1,1,1
Not tRump's America,1,1,1,1,1,1,1,1,1,1
Now,1,1,1,1,1,1,1,1,1,1
Nunya business,2,2,2,2,2,2,2,2,2,2
"Nye County, NV. U.S.A.",1,1,1,1,1,1,1,1,1,1
"O'Fallon, IL",1,1,1,1,1,1,1,1,1,1
OKC,1,1,1,1,1,1,1,1,1,1
"Oak Park, IL",1,1,1,1,1,1,1,1,1,1
Oakland,2,2,2,2,2,2,2,2,2,2
"Occupied KAW, OSAGE, OČETI. KC",2,2,2,2,2,2,2,2,2,2
Occupied Mississippi,2,2,2,2,2,2,2,2,2,2
Occupied Piscataway lands,1,1,1,1,1,1,1,1,1,1
"Odessa, TX",1,1,1,1,1,1,1,1,1,1
Office: 601 500 5353,1,1,1,1,1,1,1,1,1,1
Ohio,2,2,2,2,2,2,2,2,2,2
"Ohio, USA",6,6,6,6,6,6,6,6,6,6
Ohlone Land,2,2,2,2,2,2,2,2,2,2
"Oklahoma, USA",1,1,1,1,1,1,1,1,1,1
"Olathe, KS",4,4,4,4,4,4,4,4,4,4
"Olive Branch, MS",2,2,2,2,2,2,2,2,2,2
"Olympia, WA",3,3,3,3,3,3,3,3,3,3
"Omaha, NE",2,2,2,2,2,2,2,2,2,2
On The Loose!,1,1,1,1,1,1,1,1,1,1
On The Road,1,1,1,1,1,1,1,1,1,1
On stage & on your bookshelf.,1,1,1,1,1,1,1,1,1,1
On the road,1,1,1,1,1,1,1,1,1,1
"Onarga Falls, Illinois",1,1,1,1,1,1,1,1,1,1
Once Was America,4,4,4,4,4,4,4,4,4,4
Ontario,2,2,2,2,2,2,2,2,2,2
"Ope, let me just...",1,1,1,1,1,1,1,1,1,1
Opinions Mine,1,1,1,1,1,1,1,1,1,1
"Orange Walk, Belize",2,2,2,2,2,2,2,2,2,2
"Orange, NJ",3,3,3,3,3,3,3,3,3,3
Oregon,3,3,3,3,3,3,3,3,3,3
Oregon coast with my husband ,1,1,1,1,1,1,1,1,1,1
"Oregon, USA",3,3,3,3,3,3,3,3,3,3
"Ore’Yonder, USA",2,2,2,2,2,2,2,2,2,2
"Orlando, FL",2,2,2,2,2,2,2,2,2,2
Ottawa,1,1,1,1,1,1,1,1,1,1
Our Beautiful World!,1,1,1,1,1,1,1,1,1,1
Over the rainbow,1,1,1,1,1,1,1,1,1,1
Over the river thru the woods,1,1,1,1,1,1,1,1,1,1
"Oxford, MS",7,7,7,7,7,7,7,7,7,7
"Oxford, MS, Washington DC",1,1,1,1,1,1,1,1,1,1
PA,1,1,1,1,1,1,1,1,1,1
PA ➡️ NY ➡️ NoVA ➡️ MS (!),1,1,1,1,1,1,1,1,1,1
PCOLA In Da House,2,2,2,2,2,2,2,2,2,2
PDX and West Coast,1,1,1,1,1,1,1,1,1,1
PG County,1,1,1,1,1,1,1,1,1,1
"PG County✈️Jackson,MS",1,1,1,1,1,1,1,1,1,1
PGH/CT,2,2,2,2,2,2,2,2,2,2
PNW US,1,1,1,1,1,1,1,1,1,1
Pa,2,2,2,2,2,2,2,2,2,2
Pakistan,1,1,1,1,1,1,1,1,1,1
"Pallet Town, Kanto",1,1,1,1,1,1,1,1,1,1
"Palm Springs, CA",1,1,1,1,1,1,1,1,1,1
"Palo Alto, CA",1,1,1,1,1,1,1,1,1,1
Paris,2,2,2,2,2,2,2,2,2,2
Paris France 75007,1,1,1,1,1,1,1,1,1,1
"Paris, France",1,1,1,1,1,1,1,1,1,1
"Parkland, FL",1,1,1,1,1,1,1,1,1,1
"Parsippany,  NJ",1,1,1,1,1,1,1,1,1,1
"Pascagoula, MS",1,1,1,1,1,1,1,1,1,1
"Peabody, MA",1,1,1,1,1,1,1,1,1,1
Peace Street by the Sea,1,1,1,1,1,1,1,1,1,1
Pedro,1,1,1,1,1,1,1,1,1,1
"Peel, Ontario",1,1,1,1,1,1,1,1,1,1
"Penn Wynne, PA",1,1,1,1,1,1,1,1,1,1
Pennsylvania,1,1,1,1,1,1,1,1,1,1
"Pennsylvania, USA",24,24,24,24,24,24,24,24,24,24
"Pensacola, FL",1,1,1,1,1,1,1,1,1,1
Pensacola/Fort Walton Beach,1,1,1,1,1,1,1,1,1,1
"Peshtigo, WI",1,1,1,1,1,1,1,1,1,1
"Petaluma, CA",1,1,1,1,1,1,1,1,1,1
Philadelphia,4,4,4,4,4,4,4,4,4,4
Philadelphia & Chicago,1,1,1,1,1,1,1,1,1,1
"Philadelphia, PA",3,3,3,3,3,3,3,3,3,3
"Philadelphia, Pa",1,1,1,1,1,1,1,1,1,1
"Phoenix, AZ",1,1,1,1,1,1,1,1,1,1
"Pigeon Forge, TN",1,1,1,1,1,1,1,1,1,1
"Pittsburgh Area, Midwest, USA",1,1,1,1,1,1,1,1,1,1
Pittsburgh PA,1,1,1,1,1,1,1,1,1,1
"Pittsburgh, PA",3,3,3,3,3,3,3,3,3,3
"Pittsburgh, Pa.",1,1,1,1,1,1,1,1,1,1
Planet A,1,1,1,1,1,1,1,1,1,1
Planet Dearth,2,2,2,2,2,2,2,2,2,2
Planet Earth,4,4,4,4,4,4,4,4,4,4
"Plano, TX",1,1,1,1,1,1,1,1,1,1
"Plantation, FL",1,1,1,1,1,1,1,1,1,1
"Playa del Rey, Los Angeles",1,1,1,1,1,1,1,1,1,1
"Poplarville, MS",1,1,1,1,1,1,1,1,1,1
"Port Huron, MI",1,1,1,1,1,1,1,1,1,1
Port Town,1,1,1,1,1,1,1,1,1,1
Portland OR,2,2,2,2,2,2,2,2,2,2
"Portland, Maine",1,1,1,1,1,1,1,1,1,1
"Portland, OR",12,12,12,12,12,12,12,12,12,12
"Portland, OR USA",1,1,1,1,1,1,1,1,1,1
"Portland, OR 🇺🇸",1,1,1,1,1,1,1,1,1,1
"Portland, Oregon",1,1,1,1,1,1,1,1,1,1
"Portland, Oregon USA",1,1,1,1,1,1,1,1,1,1
"Portsmouth, NH",1,1,1,1,1,1,1,1,1,1
"Potsdam, NY",1,1,1,1,1,1,1,1,1,1
"Poughquag, New York",1,1,1,1,1,1,1,1,1,1
"Prairie View, TX",1,1,1,1,1,1,1,1,1,1
"Prentiss, MS",1,1,1,1,1,1,1,1,1,1
"Prescott, AZ",1,1,1,1,1,1,1,1,1,1
"Pretoria, South Africa",2,2,2,2,2,2,2,2,2,2
Providence(ping):DC(pong),1,1,1,1,1,1,1,1,1,1
Ptocowa Springs,1,1,1,1,1,1,1,1,1,1
"Puerto Rico, USA",1,1,1,1,1,1,1,1,1,1
"Punjab, Pakistan",1,1,1,1,1,1,1,1,1,1
Quad Cities,1,1,1,1,1,1,1,1,1,1
Queens,1,1,1,1,1,1,1,1,1,1
"Queens, NY",1,1,1,1,1,1,1,1,1,1
"Queens, NY - Worldwide",3,3,3,3,3,3,3,3,3,3
"Queens,New York",2,2,2,2,2,2,2,2,2,2
RE/MAX Real Estate Partners,1,1,1,1,1,1,1,1,1,1
RT's Are FYI Purposes Only,2,2,2,2,2,2,2,2,2,2
Radio | Online | Mobile App,2,2,2,2,2,2,2,2,2,2
"Raleigh, NC",3,3,3,3,3,3,3,3,3,3
"Raleighwood, NC | DMV is my ❤",1,1,1,1,1,1,1,1,1,1
Raliegh,1,1,1,1,1,1,1,1,1,1
Reading blueprints ,1,1,1,1,1,1,1,1,1,1
"Reading, PA",2,2,2,2,2,2,2,2,2,2
"Redmond, WA",1,1,1,1,1,1,1,1,1,1
"Redmond, WA, USA",3,3,3,3,3,3,3,3,3,3
"Redwood City, CA",1,1,1,1,1,1,1,1,1,1
"Reno, Nevada, USA",1,1,1,1,1,1,1,1,1,1
"Reus, Tarragonna, Spain",1,1,1,1,1,1,1,1,1,1
"Richland, MS",1,1,1,1,1,1,1,1,1,1
Richmond VA,1,1,1,1,1,1,1,1,1,1
"Richmond, VA",5,5,5,5,5,5,5,5,5,5
"Ridgeland, MS",5,5,5,5,5,5,5,5,5,5
Right here.,1,1,1,1,1,1,1,1,1,1
"Roanoke, Virginia",1,1,1,1,1,1,1,1,1,1
"Rochester, NY",2,2,2,2,2,2,2,2,2,2
"Rochester, NY USA",1,1,1,1,1,1,1,1,1,1
"Roots in India, USA, UK-London",1,1,1,1,1,1,1,1,1,1
Rust Belt | Ohio,1,1,1,1,1,1,1,1,1,1
SC,1,1,1,1,1,1,1,1,1,1
SF & Global,4,4,4,4,4,4,4,4,4,4
STL—MHK—ATL,1,1,1,1,1,1,1,1,1,1
SW Desert,2,2,2,2,2,2,2,2,2,2
SW PA,1,1,1,1,1,1,1,1,1,1
SWVA : SEGA ,1,1,1,1,1,1,1,1,1,1
"Sacramento, CA",3,3,3,3,3,3,3,3,3,3
Sagittarius A*,1,1,1,1,1,1,1,1,1,1
"Saint Anthony Village, MN",2,2,2,2,2,2,2,2,2,2
"Salem, OR",1,1,1,1,1,1,1,1,1,1
"Salinas, California",1,1,1,1,1,1,1,1,1,1
Salish Sea,1,1,1,1,1,1,1,1,1,1
"Salt Lake City, UT",1,1,1,1,1,1,1,1,1,1
"Salt Lake City, utah",1,1,1,1,1,1,1,1,1,1
San Antonio ,1,1,1,1,1,1,1,1,1,1
"San Antonio, TX",4,4,4,4,4,4,4,4,4,4
"San Antonio, Texas",1,1,1,1,1,1,1,1,1,1
San Diego,1,1,1,1,1,1,1,1,1,1
San Diego County,2,2,2,2,2,2,2,2,2,2
"San Diego, CA",4,4,4,4,4,4,4,4,4,4
San Francisco,4,4,4,4,4,4,4,4,4,4
San Francisco Bay Area,2,2,2,2,2,2,2,2,2,2
"San Francisco, CA",9,9,9,9,9,9,9,9,9,9
"San Francisco, California",4,4,4,4,4,4,4,4,4,4
San Francisco/L.A.,1,1,1,1,1,1,1,1,1,1
"San Jose, CA",4,4,4,4,4,4,4,4,4,4
"San Jose, California",2,2,2,2,2,2,2,2,2,2
"San Jose, California, USA",2,2,2,2,2,2,2,2,2,2
"San Juan Capistrano, CA",1,1,1,1,1,1,1,1,1,1
"San Juan, P. R.; NJ Shore, USA",1,1,1,1,1,1,1,1,1,1
"San Juan, Puerto Rico",1,1,1,1,1,1,1,1,1,1
"San Rafael, CA & Cleveland, OH",2,2,2,2,2,2,2,2,2,2
"Santa Clara, CA",1,1,1,1,1,1,1,1,1,1
"Santa Fe, NM",2,2,2,2,2,2,2,2,2,2
"Santa Monica, CA",3,3,3,3,3,3,3,3,3,3
"Sarasota, FL",1,1,1,1,1,1,1,1,1,1
"Saugerties, New York",1,1,1,1,1,1,1,1,1,1
Schadenfrued,1,1,1,1,1,1,1,1,1,1
"Schenectady, NY",1,1,1,1,1,1,1,1,1,1
"Scituate, MA",1,1,1,1,1,1,1,1,1,1
"Scotland, United Kingdom",1,1,1,1,1,1,1,1,1,1
"Scotts Valley and Oakland, CA",1,1,1,1,1,1,1,1,1,1
Seattle,4,4,4,4,4,4,4,4,4,4
Seattle Washington,1,1,1,1,1,1,1,1,1,1
"Seattle, Memphis",1,1,1,1,1,1,1,1,1,1
"Seattle, WA",7,7,7,7,7,7,7,7,7,7
"Seattle, Washington",2,2,2,2,2,2,2,2,2,2
Shady Oaks! Mississippi,1,1,1,1,1,1,1,1,1,1
Shanghai,1,1,1,1,1,1,1,1,1,1
She/Her,1,1,1,1,1,1,1,1,1,1
She/her/hers,1,1,1,1,1,1,1,1,1,1
She/her/hers.,1,1,1,1,1,1,1,1,1,1
"Sheboygan, WI",2,2,2,2,2,2,2,2,2,2
Sheffield,1,1,1,1,1,1,1,1,1,1
"Sheridan, WY",1,1,1,1,1,1,1,1,1,1
Si hortum in bibliotheca habes | BLOCKED by Rosie and Cernovich thank God. Latin Translator.,2,2,2,2,2,2,2,2,2,2
"Sierra Vista, AZ",1,1,1,1,1,1,1,1,1,1
Sign Petition Link in Bio,1,1,1,1,1,1,1,1,1,1
Silicon Valley,1,1,1,1,1,1,1,1,1,1
"Silicon Valley, California ✨",1,1,1,1,1,1,1,1,1,1
"Silver Spring, MD",1,1,1,1,1,1,1,1,1,1
"Simi Valley, CA",1,1,1,1,1,1,1,1,1,1
Sirius A,1,1,1,1,1,1,1,1,1,1
"Snake Pit - Washington, DC",1,1,1,1,1,1,1,1,1,1
"Snellville, GA",11,11,11,11,11,11,11,11,11,11
"So Cal, most of the time",1,1,1,1,1,1,1,1,1,1
"So.Nevada, USA",2,2,2,2,2,2,2,2,2,2
SoCal,3,3,3,3,3,3,3,3,3,3
"Somerset, United Kingdom",1,1,1,1,1,1,1,1,1,1
"Somewhere Over Here, I think",1,1,1,1,1,1,1,1,1,1
Somewhere else,2,2,2,2,2,2,2,2,2,2
Somewhere in hell. ,1,1,1,1,1,1,1,1,1,1
Somewhere over the rainbow,1,1,1,1,1,1,1,1,1,1
South,1,1,1,1,1,1,1,1,1,1
South Carolina,3,3,3,3,3,3,3,3,3,3
"South Carolina, USA",1,1,1,1,1,1,1,1,1,1
South Florida,1,1,1,1,1,1,1,1,1,1
"South Florida, USA",1,1,1,1,1,1,1,1,1,1
"South Haven, MI",1,1,1,1,1,1,1,1,1,1
"South Lyon, MI",1,1,1,1,1,1,1,1,1,1
South Mississippi,3,3,3,3,3,3,3,3,3,3
"Southaven, MS",1,1,1,1,1,1,1,1,1,1
"Southaven, MS Desoto County ",1,1,1,1,1,1,1,1,1,1
Southeast of Disorder,1,1,1,1,1,1,1,1,1,1
Southern California,5,5,5,5,5,5,5,5,5,5
Southern Command,2,2,2,2,2,2,2,2,2,2
Southern Gulf Islands,1,1,1,1,1,1,1,1,1,1
Southern United States,2,2,2,2,2,2,2,2,2,2
Southwest Michigan,1,1,1,1,1,1,1,1,1,1
Spirit Limitlessness 🥰,1,1,1,1,1,1,1,1,1,1
"Spokane, WA",3,3,3,3,3,3,3,3,3,3
"Spokane, Washington",1,1,1,1,1,1,1,1,1,1
"Springhill,Ks.",1,1,1,1,1,1,1,1,1,1
"St John, IN",2,2,2,2,2,2,2,2,2,2
"St Louis, MO",3,3,3,3,3,3,3,3,3,3
"St. Joseph, MO",3,3,3,3,3,3,3,3,3,3
