,Unnamed: 0,Unnamed: 0.1,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,Date,compound,Month,Clean Tweet,locat,lat,long
723,36,36,1364006151612891136,"Need water come get it 

Samuel Bailey 

#jacksonmississippi #hindscounty #mississippi @ Jackson, Mississippi https://t.co/FafUMPwsKY",KrazyEntLlc,"Jackson, MS",0,1,1,0,2021-02-23,0.0,2,need water come get it samuel bailey jacksonmississippi hindscounty mississippi jackson mississippi ,"Jackson, MS",32.2990384,-90.1847691
724,39,39,1363321272814497793,"This week’s winter storm was rough for Mississippi. In Lorman, ASU’s NAACP is working to provide Alcornites on campus with food, water, + other essentials used during the storm. Donations are welcomed from all in our beloved state. Together, we are #BraveStrong! @ASUNAACPCHAPTER https://t.co/IzOIsrxiAl",calvertlamon,"Jackson, MS",1,81,84,11,2021-02-21,0.7177,2,this week s winter storm was rough for mississippi in lorman asu s naacp is working to provide alcornites on campus with food water other essentials used during the storm donations are welcomed from all in our beloved state together we are bravestrong asunaacpchapter ,"Jackson, MS",32.2990384,-90.1847691
725,41,41,1363134516932534275,"@cjsosmooth Give it to Texas bro! Even though people like me in Mississippi and the other 100,000 that don’t have Water 💧 or Electricity ⚡️ We good though! 🙏 Making ends meet! https://t.co/TcO4YoofNm",iScorpioGaming,"Jackson, MS",0,0,16,0,2021-02-20,0.7412,2, cjsosmooth give it to texas bro even though people like me in mississippi and the other   that don t have water or electricity we good though making ends meet ,"Jackson, MS",32.2990384,-90.1847691
726,42,42,1362835379368288260,"We plan to re-open as soon as we have water! We hope you’re all staying safe and warm. ❄️ @ Jackson, Mississippi https://t.co/v0JSc0Wliy",FairviewInnMS,"Jackson, MS",0,0,2,0,2021-02-19,0.7901,2,we plan to re open as soon as we have water we hope you re all staying safe and warm jackson mississippi ,"Jackson, MS",32.2990384,-90.1847691
727,43,43,1362775397394440193,"We are now out of Water 💧 and Power Outage 🔋 is Expected for up to 14 Days here in Copiah County of Mississippi! Any blessings and contributions will be awesome guys!
If you want to help out or just be generous, my #CashApp is $iScorpioGaming #southwestelectric #unionwater https://t.co/Nn7HvagQiW",iScorpioGaming,"Jackson, MS",1,0,0,2,2021-02-19,0.938,2,we are now out of water and power outage is expected for up to  days here in copiah county of mississippi any blessings and contributions will be awesome guys if you want to help out or just be generous my cashapp is iscorpiogaming southwestelectric unionwater ,"Jackson, MS",32.2990384,-90.1847691
728,47,47,1361398925471662084,Watermain breaks are likely in many cold spots in Mississippi. Consider saving some water in clean containers now.,npkveg,"Jackson, MS",0,0,0,0,2021-02-15,0.4019,2,watermain breaks are likely in many cold spots in mississippi consider saving some water in clean containers now ,"Jackson, MS",32.2990384,-90.1847691
729,581,581,1369439858368929792,@AdotSad Mississippi is trying to reboot the Flint water crisis. It’s not great.,MichaelEHuck,"Jackson, MS",0,0,1,0,2021-03-10,-0.8123,3, adotsad mississippi is trying to reboot the flint water crisis it s not great ,"Jackson, MS",32.2990384,-90.1847691
730,638,638,1369286872258777088,"Residents in Mississippi's largest city are contending with a weekslong water crisis that has left many without water, or none safe to drink. https://t.co/SzTbGbT5Pi",clarionledger,"Jackson, MS",0,2,0,0,2021-03-09,-0.7584,3,residents in mississippi s largest city are contending with a weekslong water crisis that has left many without water or none safe to drink ,"Jackson, MS",32.2990384,-90.1847691
731,644,644,1369165004428152833,"Water crisis continues in Mississippi, weeks after cold snap – ABC News https://t.co/N1bUlhmnKl",hourback,"Jackson, MS",0,0,0,0,2021-03-09,-0.6249,3,water crisis continues in mississippi weeks after cold snap abc news ,"Jackson, MS",32.2990384,-90.1847691
732,700,700,1368656459848908804,#Mississippi’s water crisis highlights the state’s infrastructure crisis: https://t.co/wBstOxSnE7,MECStateChamber,"Jackson, MS",0,0,0,0,2021-03-07,-0.8481,3, mississippi s water crisis highlights the state s infrastructure crisis ,"Jackson, MS",32.2990384,-90.1847691
733,720,720,1368597657883734021,This MFP Week: Shifts in Water Crisis Thinking in Mississippi? (Have you subscribed to our newsletter? Check it out!) - https://t.co/1ggNwbRvtH https://t.co/ONDXGv3DTG,MSFreePress,"Jackson, MS",0,1,1,0,2021-03-07,-0.6958,3,this mfp week shifts in water crisis thinking in mississippi have you subscribed to our newsletter check it out ,"Jackson, MS",32.2990384,-90.1847691
734,0,0,1397160523154722825,"There's not even safe rivers in #Jackson 
We are truly in a #WaterCrisis 
It's a severe #Infrastructure failure that can't be funded by the city alone. 
https://t.co/VYLL3JEn7a",smartstatistic,"Jackson, MS",1,8,15,0,2021-05-25,-0.7511,5,there s not even safe rivers in jackson we are truly in a watercrisis it s a severe infrastructure failure that can t be funded by the city alone ,"Jackson, MS",32.2990384,-90.1847691
735,7,7,1371186811322646530,"@msblackwomensr1 supporting community impacted by water crisis by paying for laundry services.

#QuartersBecauseWeCare https://t.co/Ru5Pa5u6Na",J_RileyCollins,"Jackson, MS",0,2,3,2,2021-03-14,-0.296,3,  supporting community impacted by water crisis by paying for laundry services quartersbecausewecare ,"Jackson, MS",32.2990384,-90.1847691
736,13,13,1367841882244530178,"A deep dive into the city’s water crisis. What’s being done, what can be done and the fallout as we enter a third week: https://t.co/76f6PAK8JG",justinvicory,"Jackson, MS",2,4,12,0,2021-03-05,-0.6249,3,a deep dive into the city s water crisis what s being done what can be done and the fallout as we enter a third week ,"Jackson, MS",32.2990384,-90.1847691
737,20,20,1366867205204422666,Emergency has been declared at the state level regarding ice storm. $4.5 million of damage is the threshold to get a federal disaster declaration. All counties must declare damages. This includes Hinds County and the water crisis. FEMA will be here in Mar 9 to do assessments.,keeganfoxx,"Jackson, MS",0,8,5,0,2021-03-02,-0.9509,3,emergency has been declared at the state level regarding ice storm   million of damage is the threshold to get a federal disaster declaration all counties must declare damages this includes hinds county and the water crisis fema will be here in mar  to do assessments ,"Jackson, MS",32.2990384,-90.1847691
738,22,22,1366727177828507649,"@Elise_Jordan - hey, thank you for spreading the word, but need your help on the narrative. A governor with these talking points, is not trying to find ways to help all Mississippians, but only the ones that voted for him. He should not get a pass on the water crisis. https://t.co/ugVSKC3u18 https://t.co/jUHgQGumoh",BoiJuanda,"Jackson, MS",1,0,0,0,2021-03-02,0.296,3, elise jordan hey thank you for spreading the word but need your help on the narrative a governor with these talking points is not trying to find ways to help all mississippians but only the ones that voted for him he should not get a pass on the water crisis ,"Jackson, MS",32.2990384,-90.1847691
739,0,0,1389792586433503235,A boil water notice prior to the first power outage! What’s really going on here? https://t.co/6xoqrPWTW9,LakenJ1,"Jackson, MS",0,0,0,0,2021-05-05,0.0,5,a boil water notice prior to the first power outage what s really going on here ,"Jackson, MS",32.2990384,-90.1847691
740,3,3,1363851352485543942,Sooo my job is closed again today due to the water outage. Lol this supposed to be my last week at work.,blackqueen15_,"Jackson, MS",0,0,0,0,2021-02-22,0.4215,2,sooo my job is closed again today due to the water outage lol this supposed to be my last week at work ,"Jackson, MS",32.2990384,-90.1847691
741,6,6,1362711319154155523,"@RubixxRose N MY STATE N CITY, WE'RE ICED OVER, ROADS BLOCKED, TREES FALLING, POWER OUTAGES, LOW WATER N NO WATER PRESSURE, FOOD LIMITED.",unorthodox_wf,"Jackson, MS",0,0,0,0,2021-02-19,-0.8733,2, rubixxrose n my state n city we re iced over roads blocked trees falling power outages low water n no water pressure food limited ,"Jackson, MS",32.2990384,-90.1847691
742,1,1,1395934111278194688,A local crime spree and ongoing water problems in the Capitol City are what we're covering tonight at 10 p.m. https://t.co/P2iwE22jLu,WLBT,"Jackson, MS",1,0,1,0,2021-05-22,-0.7351,5,a local crime spree and ongoing water problems in the capitol city are what we re covering tonight at  p m ,"Jackson, MS",32.2990384,-90.1847691
743,13,13,1366863278396346369,Governor: We’ll have to have a serious conversation long term with all interested parties (about the water problems) and that’s very important.,keeganfoxx,"Jackson, MS",0,1,1,0,2021-03-02,0.5413,3,governor we ll have to have a serious conversation long term with all interested parties about the water problems and that s very important ,"Jackson, MS",32.2990384,-90.1847691
744,15,15,1364731148602134528,@kaylahazel_ our north been complaining about water too. but my house never had any problems 😶 ( i stay out north ),GaredQuinn,"Jackson, MS",0,0,0,0,2021-02-25,0.3584,2, kaylahazel our north been complaining about water too but my house never had any problems i stay out north ,"Jackson, MS",32.2990384,-90.1847691
745,16,16,1364574012282728449,@jordanrhillman Exactly. He’ll take credit for “fixing” a problem that won’t exist because he waited until it was handled. Meanwhile because of turbidity in the water we’ll likely be under a boil water notice for the next 7-10 days .,FBrownWilliams,"Jackson, MS",0,0,0,0,2021-02-24,-0.0258,2, jordanrhillman exactly he ll take credit for fixing a problem that won t exist because he waited until it was handled meanwhile because of turbidity in the water we ll likely be under a boil water notice for the next   days ,"Jackson, MS",32.2990384,-90.1847691
746,18,18,1362131491917070338,Thanks for telling me about the water problem after I’ve brushed my teeth and made noodles with the water 🙂,janaisanders15,"Jackson, MS",0,0,0,0,2021-02-17,0.4417,2,thanks for telling me about the water problem after i ve brushed my teeth and made noodles with the water ,"Jackson, MS",32.2990384,-90.1847691
747,64,64,1367306198882656263,#JacksonMississippi doesn't even have water to wash their hands during a #pandemic!  Don't let the story die until they get potable water. #JacksonWaterCrisis https://t.co/I5xjqJObfD,shelfemployed,USA,0,0,0,0,2021-03-04,-0.636,3, jacksonmississippi doesn t even have water to wash their hands during a pandemic don t let the story die until they get potable water jacksonwatercrisis ,USA,39.7837304,-100.4458825
748,101,101,1366943595471589376,"In Jackson, Mississippi, some residents have been without water going on two weeks - CNN

#JacksonWaterCrisis  https://t.co/af1tqanO4W",Resistance411,USA,0,1,0,0,2021-03-03,0.0,3,in jackson mississippi some residents have been without water going on two weeks cnn jacksonwatercrisis ,USA,39.7837304,-100.4458825
749,135,135,1366460905815482368,#JacksonWaterCrisis https://t.co/qnh7pKRDwY,Unity_4Humanity,USA,0,0,0,0,2021-03-01,0.0,3, jacksonwatercrisis ,USA,39.7837304,-100.4458825
750,151,151,1365795685673615366,@SenHydeSmith @DeptofDefense @USNavy @SenatorWicker @marcorubio @MarshaBlackburn @SenRickScott @SecDef https://t.co/u3quzBFpBP #JacksonWaterCrisis,EricVolat,USA,0,0,1,0,2021-02-27,0.0,2, senhydesmith deptofdefense usnavy senatorwicker marcorubio marshablackburn senrickscott secdef jacksonwatercrisis,USA,39.7837304,-100.4458825
751,152,152,1365795235876470785,@SenatorWicker https://t.co/u3quzBFpBP #JacksonWaterCrisis,EricVolat,USA,0,0,0,0,2021-02-27,0.0,2, senatorwicker jacksonwatercrisis,USA,39.7837304,-100.4458825
752,11,11,1372175722190622731,"Thank you @emilygordine for capturing and telling the story of the struggle of our Brother’s and Sister’s in Mississippi that has gone on far too long. 

#NoAccess
#JxnNeedsWater #MississippiNeedsWater https://t.co/3bhTaOdiVp",MarquiseHunt,USA,0,3,13,0,2021-03-17,0.0516,3,thank you emilygordine for capturing and telling the story of the struggle of our brother s and sister s in mississippi that has gone on far too long noaccess jxnneedswater mississippineedswater ,USA,39.7837304,-100.4458825
753,61,61,1367945991014543362,"""It's certainly difficult to say it's not an #EnvironmentalJustice issue, even though we've never framed it that way. It's an old legacy city, it's a majority Black city, &amp; like urban areas across the country, it's been redlined &amp; divested."" #JxnNeedsWater
https://t.co/wrxuoILnnS",cleanh2oaction,USA,0,5,1,0,2021-03-05,0.34,3, it s certainly difficult to say it s not an environmentaljustice issue even though we ve never framed it that way it s an old legacy city it s a majority black city amp like urban areas across the country it s been redlined amp divested jxnneedswater ,USA,39.7837304,-100.4458825
754,100,100,1366956832158343170,"""Infrastructure has been a historic problem, and for years each administration kept kicking that can down the road. This is a longtime issue, but now we're paying a severe price for that neglect.""

#JxnNeedsWater

https://t.co/ClbZ2mtwNy",cleanh2oaction,USA,0,0,1,1,2021-03-03,-0.85,3, infrastructure has been a historic problem and for years each administration kept kicking that can down the road this is a longtime issue but now we re paying a severe price for that neglect jxnneedswater ,USA,39.7837304,-100.4458825
755,30,30,1368572000176795653,"Mississippi governor Reeves just pulled the ""very little water pressure"" card from the deck of 45. Another ""not my problem"" governor; put him on trial. The people of Jackson, MS, deserve better than this lame fool. #SOTU",PGYoung1964,USA,0,0,0,0,2021-03-07,-0.4073,3,mississippi governor reeves just pulled the very little water pressure card from the deck of  another not my problem governor put him on trial the people of jackson ms deserve better than this lame fool sotu,USA,39.7837304,-100.4458825
756,44,44,1366715629022171139,"Jackson, MS has had water problems for a long time. I moved to the area in 2006 but into a suburb with newer homes. Jackson seemed to have a boil water alert every other week. The utilities are Civil War vintage &amp; the price tag to fix is billions. State lawmakers kick-the-can.",eclairevoyant,USA,0,0,1,0,2021-03-02,-0.6597,3,jackson ms has had water problems for a long time i moved to the area in  but into a suburb with newer homes jackson seemed to have a boil water alert every other week the utilities are civil war vintage amp the price tag to fix is billions state lawmakers kick the can ,USA,39.7837304,-100.4458825
757,59,59,1385782536471670788,"@MSNBC Shame, the governor @tatereeves is more concerned about banning trans youth from sports rather than focusing on actual issues...such as Jackson's water crisis!",T4CitizenOrg,USA,1,2,2,0,2021-04-24,-0.8172,4, msnbc shame the governor tatereeves is more concerned about banning trans youth from sports rather than focusing on actual issues such as jackson s water crisis ,USA,39.7837304,-100.4458825
758,177,177,1377268499073097728,"Jackson wanted $47 million for water crisis. Lawmakers are providing $3 million. | Mississippi Today

Not even allowing Jackson to vote for a minimal sales tax increase to solve issue. GOP hates the poor of Jackson  https://t.co/3ZTmPqWhCi",Realbluelisa,USA,0,0,1,1,2021-03-31,-0.7906,3,jackson wanted  million for water crisis lawmakers are providing  million mississippi today not even allowing jackson to vote for a minimal sales tax increase to solve issue gop hates the poor of jackson ,USA,39.7837304,-100.4458825
759,244,244,1375245308582625282,@hburgamerican 🙏🏿Wow Jackson is just getting through the water crisis. Last thing they need.,CjsgoNews,USA,0,0,1,0,2021-03-26,-0.6249,3, hburgamerican wow jackson is just getting through the water crisis last thing they need ,USA,39.7837304,-100.4458825
760,291,291,1374751005523410947,"This @MoJoPodcast w/@nhbaptiste is strong! Nathalie tackles the water crisis in Jackson, MI. At its core, the episode is about how racist policies have left Black cities without the tax base to fix shit: ""Budgets are moral documents,"" says Jackson's mayor. https://t.co/HJvs3H76Xl",MichaelMechanic,USA,0,0,2,0,2021-03-24,-0.8655,3,this mojopodcast w nhbaptiste is strong nathalie tackles the water crisis in jackson mi at its core the episode is about how racist policies have left black cities without the tax base to fix shit budgets are moral documents says jackson s mayor ,USA,39.7837304,-100.4458825
761,303,303,1374663678092406785,"The Water Crisis in Jackson, Mississippi, Is a Dire Warning Sign: Jackson, Mississippi, is finally on its way out of a nightmare water crisis. Freezing winter storms wreaked havoc on Jackson’s old and crumbling water infrastructure. In mid-February the… https://t.co/DOMdU6eh3T https://t.co/7r7Rfhr8tB",MarcuswevansSr,USA,0,3,2,0,2021-03-24,-0.9578,3,the water crisis in jackson mississippi is a dire warning sign jackson mississippi is finally on its way out of a nightmare water crisis freezing winter storms wreaked havoc on jackson s old and crumbling water infrastructure in mid february the ,USA,39.7837304,-100.4458825
762,336,336,1374039557700677634,"How Racist Infrastructure Policy Fueled the Jackson, Mississippi, Water Crisis: And climate change is only heightening the disparities. https://t.co/ZaTF7dd258 https://t.co/T4q99dKFhr",MarcuswevansSr,USA,0,1,1,0,2021-03-22,-0.8442,3,how racist infrastructure policy fueled the jackson mississippi water crisis and climate change is only heightening the disparities ,USA,39.7837304,-100.4458825
763,379,379,1372893516637089796,"Jackson Mayor Demands Help After Month-Long Water Crisis Amid Pandemic, Racism, Broken Infrastructure https://t.co/8HGZ7FLHHJ via @democracynow",TIENDAMERICAN,USA,0,0,0,0,2021-03-19,-0.8625,3,jackson mayor demands help after month long water crisis amid pandemic racism broken infrastructure via democracynow,USA,39.7837304,-100.4458825
764,504,504,1372197774553387018,"""Residents in Jackson, Mississippi, have been facing a water crisis over the last five weeks, with many people lacking reliable access to clean drinking water after deadly February winter storms ~~~~~""",MONTYOG,USA,0,1,8,1,2021-03-17,-0.34,3, residents in jackson mississippi have been facing a water crisis over the last five weeks with many people lacking reliable access to clean drinking water after deadly february winter storms ,USA,39.7837304,-100.4458825
765,505,505,1372197772078747652,"Jackson Mayor Demands Help After Month of Water Crisis Amid Pandemic, Ra... https://t.co/Igj6GOuMmF via @YouTube https://t.co/rrZry8jlze",MONTYOG,USA,1,4,6,0,2021-03-17,-0.34,3,jackson mayor demands help after month of water crisis amid pandemic ra via youtube ,USA,39.7837304,-100.4458825
766,519,519,1372029740744343555,Hyde-Smith proposes federal funding to address Jackson water crisis https://t.co/8yx8VXYnZS,QuorumCall,USA,0,0,1,0,2021-03-17,-0.6249,3,hyde smith proposes federal funding to address jackson water crisis ,USA,39.7837304,-100.4458825
767,604,604,1371469749209554949,Opinion: Jackson water crisis shows Nina Simone is still right about Mississippi https://t.co/dVkLVbPHZb FIX THIS.  Why is it that lower income areas are always impacted by inaction.  (I think we know).,firefly909,USA,0,20,20,0,2021-03-15,-0.8074,3,opinion jackson water crisis shows nina simone is still right about mississippi fix this why is it that lower income areas are always impacted by inaction i think we know ,USA,39.7837304,-100.4458825
768,646,646,1371199190001410050,"@MSNBC Jackson MS water crisis. https://t.co/QQ251a8u5j
@tatereeves @SpeakerPelosi @SenSchumer @DNC @LeaderMcConnell @GOP @GOPLeader @MarkMeadows @stevenmnuchin1 @CNN @MSNBC @ABC @TheBlackCaucus 
@HispanicCaucus @NAACP @POTUS @VP @FaceTheNation",McGee06708992,USA,0,0,0,0,2021-03-14,-0.6249,3, msnbc jackson ms water crisis tatereeves speakerpelosi senschumer dnc leadermcconnell gop gopleader markmeadows  cnn msnbc abc theblackcaucus hispaniccaucus naacp potus vp facethenation,USA,39.7837304,-100.4458825
769,661,661,1371166423549149191,Opinion: The Jackson water crisis shows Nina Simone is still right about Mississippi https://t.co/lCi1Cy0tyJ,times_medium,USA,0,0,0,0,2021-03-14,-0.6249,3,opinion the jackson water crisis shows nina simone is still right about mississippi ,USA,39.7837304,-100.4458825
770,674,674,1371127169896886273,Opinion: Jackson water crisis shows Nina Simone is still right about Mississippi https://t.co/0EvysHSRCF,Sharecaster1,USA,0,0,0,0,2021-03-14,-0.6249,3,opinion jackson water crisis shows nina simone is still right about mississippi ,USA,39.7837304,-100.4458825
771,690,690,1371103944236273669,"Jackson, MS, water crisis: Aging systems lead to decades of headaches https://t.co/XNtsv6nWnT",thejossgroup,USA,0,0,0,0,2021-03-14,-0.6249,3,jackson ms water crisis aging systems lead to decades of headaches ,USA,39.7837304,-100.4458825
772,697,697,1371084754234318858,Does anyone know if any of that ‘help is on the way’ $1.9T stimulus package went to #DETROIT OR #JACKSON to fix their water crisis???,thefloridarose,USA,1,0,1,0,2021-03-14,-0.6848,3,does anyone know if any of that help is on the way   stimulus package went to detroit or jackson to fix their water crisis ,USA,39.7837304,-100.4458825
773,731,731,1370823302667776002,"Jackson, Mississippi, water crisis brings to light long-standing problems in city https://t.co/55DrQZeGHs",thejossgroup,USA,0,0,0,0,2021-03-13,-0.7783,3,jackson mississippi water crisis brings to light long standing problems in city ,USA,39.7837304,-100.4458825
774,734,734,1370818025897689088,Jackson Water Crisis: 'You Can't Bathe. You Can't Wash.' https://t.co/VV5FDmoF95,TheLadyArcher77,USA,0,0,0,0,2021-03-13,-0.6249,3,jackson water crisis you can t bathe you can t wash ,USA,39.7837304,-100.4458825
775,815,815,1370462752637120516,"‘You Can’t Bathe. You Can’t Wash.’ Water Crisis Hobbles Jackson, Miss., for Weeks https://t.co/537AVgC5Vm",ali2dayus,USA,0,0,0,0,2021-03-12,-0.6908,3, you can t bathe you can t wash water crisis hobbles jackson miss for weeks ,USA,39.7837304,-100.4458825
776,845,845,1370329628125052929,"Jackson, Mississippi Residents Enter Fourth Week Of Water Crisis https://t.co/f30JsviBwP #education #feedly",drpatfarrell,USA,0,0,0,0,2021-03-12,-0.6249,3,jackson mississippi residents enter fourth week of water crisis education feedly,USA,39.7837304,-100.4458825
777,922,922,1369743869986938884,"Crazy how a lot of people aren't even talking about Jackson, Mississippi anymore. They're still dealing with a water crisis!",CandiceTinnon,USA,1,1,1,0,2021-03-10,-0.7777,3,crazy how a lot of people aren t even talking about jackson mississippi anymore they re still dealing with a water crisis ,USA,39.7837304,-100.4458825
778,925,925,1369711231163109385,Jackson's water crisis: How you can help https://t.co/xKlk7OmtTw via @scalawagmag,Simona_Perry,USA,0,0,0,0,2021-03-10,-0.34,3,jackson s water crisis how you can help via scalawagmag,USA,39.7837304,-100.4458825
779,967,967,1369453459498536962,"The Idavox Report: The Jackson, Mississippi Water Crisis https://t.co/pDZziP9p8X",RevRadNat,USA,0,0,0,1,2021-03-10,-0.6249,3,the idavox report the jackson mississippi water crisis ,USA,39.7837304,-100.4458825
780,1004,1004,1369367032781758480,"@GOPLeader I am more concerned about infrastructure lacking in our states. Water  crisis’ in Flint, MI and Jackson, MS.",cookinms,USA,0,0,1,0,2021-03-09,0.0,3, gopleader i am more concerned about infrastructure lacking in our states water crisis in flint mi and jackson ms ,USA,39.7837304,-100.4458825
781,1038,1038,1369114125897449473,"The Idavox Report, talking about the things that need to be talked about. Join @DLamontJenkins tomorrow night at 8:00 p.m. EST as we discuss the water crisis in Mississippi, specifically Jackson, with a special guest from the area. https://t.co/IbQoigy2rA",RevRadNat,USA,2,7,18,0,2021-03-09,-0.0516,3,the idavox report talking about the things that need to be talked about join dlamontjenkins tomorrow night at   p m est as we discuss the water crisis in mississippi specifically jackson with a special guest from the area ,USA,39.7837304,-100.4458825
782,1087,1087,1368939220673433606,Jackson Mississippi has a water crisis and T-Mobile jumped in loading trucks immediately to deliver these cases of water.  Thankful for all people who are joining in to make a difference until this is resolved.  🙏 https://t.co/i1l4mJAGw4,db_bezz,USA,1,3,41,0,2021-03-08,0.0772,3,jackson mississippi has a water crisis and t mobile jumped in loading trucks immediately to deliver these cases of water thankful for all people who are joining in to make a difference until this is resolved ,USA,39.7837304,-100.4458825
783,1089,1089,1368933762394886146,"#Jackson #Mississippi Water Crisis
For Daily Non-potable #Water Distribution and Water Main Break Status please visit:
https://t.co/2l0wyus0I1
Today's Water Distribution highlighted below
⚠️PLEASE NOTE: The Water Boil Notice is still in effect
⚠️ A Youth Curfew is in effect https://t.co/SHGZj4b18t",CEDRdigital,USA,0,3,0,0,2021-03-08,-0.4215,3, jackson mississippi water crisis for daily non potable water distribution and water main break status please visit today s water distribution highlighted below please note the water boil notice is still in effect a youth curfew is in effect ,USA,39.7837304,-100.4458825
784,1101,1101,1368849796774125569,"Jackson, Mississippi has a water crisis because our state legislature has a race problem @tatereeves
@DelbertHosemann • Forever Mississippi @NBCNews
https://t.co/rpuQ00LIOq #Mississippi",i_AmMyBrand,USA,0,0,0,0,2021-03-08,-0.7783,3,jackson mississippi has a water crisis because our state legislature has a race problem tatereeves delberthosemann forever mississippi nbcnews mississippi,USA,39.7837304,-100.4458825
785,1108,1108,1368769779473870852,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/ivqObP67oi",LilliSawyer17,USA,0,0,0,0,2021-03-08,-0.7783,3,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news ,USA,39.7837304,-100.4458825
786,1118,1118,1368710090199535618,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/UX7cDsbyN5 via @NBCNewsTHINK",bookcrossingfan,USA,0,0,0,0,2021-03-07,-0.8481,3,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink,USA,39.7837304,-100.4458825
787,1129,1129,1368682187931807745,@OPB With Jackson Mississippi’s water crisis a case in point.,Lisianthus,USA,0,0,0,0,2021-03-07,-0.6249,3, opb with jackson mississippi s water crisis a case in point ,USA,39.7837304,-100.4458825
788,1153,1153,1368603782628732928,@atrupar @jaketapper He did you ask him about water crisis in Jackson? Wtf.,Jeannie5554,USA,0,0,0,0,2021-03-07,-0.836,3, atrupar jaketapper he did you ask him about water crisis in jackson wtf ,USA,39.7837304,-100.4458825
789,1173,1173,1368573190579118086,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/UCZ0GbyQGj",VoteBlue4Us,USA,0,0,2,0,2021-03-07,-0.8481,3,racism caused the water crisis in jackson mississippi as much as the weather did ,USA,39.7837304,-100.4458825
790,1237,1237,1368344166648995849,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/rS8ui8sgFy via @NBCNewsTHINK",constitutionsue,USA,0,0,0,0,2021-03-06,-0.8481,3,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink,USA,39.7837304,-100.4458825
791,1243,1243,1368336280422019072,"SHAMEFUL AND MORALLY WRONG!
Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/udvdLZzbkn via @NBCNewsTHINK",outrageousg,USA,0,0,0,0,2021-03-06,-0.9535,3,shameful and morally wrong opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink,USA,39.7837304,-100.4458825
792,1248,1248,1368327513840246790,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/6W5eqHDcDx",BlkProOrator,USA,0,1,0,0,2021-03-06,-0.7783,3,jackson mississippi has a water crisis because our state legislature has a race problem ,USA,39.7837304,-100.4458825
793,1269,1269,1368281256836882433,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/Dhc4R4zkht",thejossgroup,USA,0,0,0,0,2021-03-06,-0.7783,3,jackson mississippi has a water crisis because our state legislature has a race problem ,USA,39.7837304,-100.4458825
794,1270,1270,1368280139923128326,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/lFMUpzAgKv",Ruth85306081,USA,0,0,0,0,2021-03-06,-0.8481,3,the water crisis in jackson mississippi is the end result of the state s racism ,USA,39.7837304,-100.4458825
795,1379,1379,1367843836005937157,"#Jackson #Mississippi Water Crisis
For Full Status Update and Water Main Break Locations please visit:
https://t.co/mNWcQKSiBf 

⚠️PLEASE NOTE: A Water Boil Notice is still in effect
101 Water Main Breaks awaiting confirmation or repair. https://t.co/TG4pKPCazy",CEDRdigital,USA,0,3,4,1,2021-03-05,-0.4215,3, jackson mississippi water crisis for full status update and water main break locations please visit please note a water boil notice is still in effect  water main breaks awaiting confirmation or repair ,USA,39.7837304,-100.4458825
796,1396,1396,1367763949920325633,"The water crisis in Mississippi America can’t afford to ignore - “I want clean water and a stable system in the city of Jackson, but not only just in the city of Jackson, I want that for the rural communities that are suffering,” Danyelle Holmes.  https://t.co/7gy475jhvs",BlkProOrator,USA,0,0,0,0,2021-03-05,-0.0644,3,the water crisis in mississippi america can t afford to ignore i want clean water and a stable system in the city of jackson but not only just in the city of jackson i want that for the rural communities that are suffering danyelle holmes ,USA,39.7837304,-100.4458825
797,1426,1426,1367581894230102016,"No running water to drink, bathe, flush toilets...

Here's what it's like living in the current water crisis in Jackson, Mississippi. https://t.co/4NpA827dBm",brutamerica,USA,2,77,65,9,2021-03-04,-0.5859,3,no running water to drink bathe flush toilets here s what it s like living in the current water crisis in jackson mississippi ,USA,39.7837304,-100.4458825
798,1452,1452,1367525968189956096,Jackson Mississippi has a water crisis and T-Mobile is in route to immediate deliver palots of water to assist.  We will continue to watch this closely and need everyone having access to clean water.  A special thanks to Clint Odom and Brian King and team for their leadership. https://t.co/Ar2b2eWh1a,db_bezz,USA,1,5,41,5,2021-03-04,0.4939,3,jackson mississippi has a water crisis and t mobile is in route to immediate deliver palots of water to assist we will continue to watch this closely and need everyone having access to clean water a special thanks to clint odom and brian king and team for their leadership ,USA,39.7837304,-100.4458825
