,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,Clean Tweet
3197,233,233,2021-03-13 16:05:40+00:00,1370768027352920066,"A month without water: In Jackson, #Mississippi, struggling residents fear next outage - NBC News https://t.co/eYicSFAqPf",2011teacher,CA,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3199,235,235,2021-03-13 15:57:51+00:00,1370766062892019714,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/S4qPYu4nRP",dierdrelewis,,0,5,5,2,a month without water in jackson mississippi struggling residents fear next outage 
3200,236,236,2021-03-13 15:56:42+00:00,1370765772620922880,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/kcb8Sa4HPH",shondi99,SW Desert,0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3201,237,237,2021-03-13 15:52:32+00:00,1370764723180871684,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/kMFw3MZ5XO",SusanGarren,USA,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3202,238,238,2021-03-13 15:52:30+00:00,1370764714188234754,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/H0Z1iba543",BOTG_LA,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3203,239,239,2021-03-13 15:49:16+00:00,1370763901709611012,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/LVMav6joGJ",cindi_feriby,"California, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3204,240,240,2021-03-13 15:48:49+00:00,1370763788958502912,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/IAslTigbCN",TruthBlooms1,Truth is OmniPresent!,0,0,0,1,a month without water in jackson mississippi struggling residents fear next outage 
3205,241,241,2021-03-13 15:47:53+00:00,1370763553855000582,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/yTW5mVb3KR",fedlawgirl,"Colorado, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3206,242,242,2021-03-13 15:46:03+00:00,1370763094549495809,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/98HFp7rOde",TLaceyC,"Amory, MS, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3207,243,243,2021-03-13 15:45:03+00:00,1370762843071643661,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/MtP7juEuP3",Shadowmoons77,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3208,244,244,2021-03-13 15:42:52+00:00,1370762290174124033,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/yKjcgMdJKf via @nbcnews",mfmeadows,"California, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3209,245,245,2021-03-13 15:36:49+00:00,1370760767088234496,"A month without water: In Jackson, Mississippi, struggling residents fear next outage #SmartNews  https://t.co/WzItOmdR8w",saintluciewes,FL CA OH,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews 
3210,246,246,2021-03-13 15:36:39+00:00,1370760727321976843,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/RFggl63AuX",Fiesta_ANovel,"California, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3211,247,247,2021-03-13 15:35:43+00:00,1370760490222292998,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/68rTqbvycs",jones410,"Houston,Tx",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3212,248,248,2021-03-13 15:35:21+00:00,1370760398471892996,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/sZuY5uIqBf",BlendPolitics,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3213,249,249,2021-03-13 15:35:13+00:00,1370760364376350722,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/pUuMhNT2VX via @nbcnews",KCJJ,"Iowa City, IA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3214,250,250,2021-03-13 15:34:42+00:00,1370760235271385090,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/JMwJnKAsjn #SmartNews",rmgg5553,"Wilkinsburg, PA",0,2,2,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3215,251,251,2021-03-13 15:30:11+00:00,1370759100607332355,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/D5STduXaVa #SmartNews",WendyTeller1,"Schenectady, NY",0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3216,252,252,2021-03-13 15:27:37+00:00,1370758455796101121,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/6Vyj3mGfCA",RealDLHughley,LA | NYC,14,120,291,7,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3217,253,253,2021-03-13 15:24:45+00:00,1370757730911289349,"Open SmartNews and read ""A month without water: In Jackson, Mississippi, struggling residents fear next outage"" here: https://t.co/guS5Y9cVQS 
To read it on the web, tap here: https://t.co/pzX8ZwJLd1",BxBredChic,Earth,0,0,0,0,open smartnews and read a month without water in jackson mississippi struggling residents fear next outage here to read it on the web tap here 
3219,255,255,2021-03-13 15:16:06+00:00,1370755556965769220,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/X8gbn2sK1V",CarolineWalley1,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3220,256,256,2021-03-13 15:15:12+00:00,1370755327809835014,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/u0QQf4qpmL",DebraPHicks,,0,0,0,1,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3221,257,257,2021-03-13 15:14:09+00:00,1370755065842139136,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/nBNGfU8Tr1",RenaBlueDem,"Philadelphia, PA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3222,258,258,2021-03-13 15:12:29+00:00,1370754645207838722,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/tcN2ad4xdK",jesecuejimenez,"California, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3223,259,259,2021-03-13 15:11:28+00:00,1370754389950881794,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/7SSBoNnkFd",LEERGILLETTE1,"Las Vegas, NV",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3224,260,260,2021-03-13 15:11:17+00:00,1370754345206091781,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/QKvD0cQnNF #SmartNews",yarvet49,Oregon coast with my husband ,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3227,263,263,2021-03-13 15:07:38+00:00,1370753425999155200,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/OpCJgxYITk",RabbiLen,"Los Angeles, CA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3228,264,264,2021-03-13 15:06:29+00:00,1370753137259200516,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/NxeLxmNkNm",monicasloves,,1,2,2,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3229,265,265,2021-03-13 15:05:32+00:00,1370752897005281284,"A month without water: In Jackson, Mississippi, struggling residents fear next outage: Some water mains in Mississippi's largest city are as fragile as ""peanut brittle,"" creating a recipe for widespread outages during harsh weather https://t.co/nQ2T0BRzr6",acklaw,"Westbury, NY (516-425-5365)",0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage some water mains in mississippi s largest city are as fragile as peanut brittle creating a recipe for widespread outages during harsh weather 
3230,266,266,2021-03-13 15:04:00+00:00,1370752509791199233,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/u4wHFqlkmH",mrlsci,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3231,267,267,2021-03-13 15:01:56+00:00,1370751991396323330,"A month without water: In Jackson, Mississippi, struggling residents fear next outage 

https://t.co/X0fjXkp0uM via @nbcnews",mailmansr,"Charlotte, NC",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3233,269,269,2021-03-13 14:59:25+00:00,1370751355241988096,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/DJiX7V7rdx #SmartNews",Mista_Craw4ed,Raliegh,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3234,270,270,2021-03-13 14:59:04+00:00,1370751267379802113,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/7FhWNjnPiA",kathy_reed88042,New Mexico,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3235,271,271,2021-03-13 14:56:55+00:00,1370750726842900481,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/vU5OZLrLd3",clos16751,"California, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3236,272,272,2021-03-13 14:55:01+00:00,1370750249606729740,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News😷🇺🇸 https://t.co/nIQZvl7MHt",AmericanMom20,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3237,273,273,2021-03-13 14:53:35+00:00,1370749887281831944,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/wMcwQ0DTlf",LuanneCarey,"Illinois, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3238,274,274,2021-03-13 14:50:41+00:00,1370749158143848449,"A month without water: In Jackson, Mississippi, struggling residents fear next outage 
https://t.co/iF7sVIIbDJ",ArmyVetDem,"Sierra Vista, AZ",0,1,1,0,a month without water in jackson mississippi struggling residents fear next outage 
3239,275,275,2021-03-13 14:44:08+00:00,1370747509027524611,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/zA7hjUfuEw",crawfordatlarge,"Washington, DC",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3241,277,277,2021-03-13 14:41:43+00:00,1370746904015872004,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/2eyybdC3ox #SmartNews",bdix004,"Lithonia, Ga",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3242,278,278,2021-03-13 14:39:10+00:00,1370746260529971203,"A month without water: In Jackson, Mississippi, struggling residents fear next outage💔💔💔 https://t.co/kDZode8i6H",threella7,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3244,280,280,2021-03-13 14:36:34+00:00,1370745604565962760,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/6ZqUdGYQRJ",Raymond_Norman,"Wisconsin & Minnesota, USA",0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3245,281,281,2021-03-13 14:36:30+00:00,1370745589886021635,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/E70Twj1bS4",Shibumi101,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3246,282,282,2021-03-13 14:36:12+00:00,1370745514317160451,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/ZSLZU8lMhQ #SmartNews",MarianneMesser4,"Tucson, AZ",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage smartnews
3247,283,283,2021-03-13 14:29:04+00:00,1370743719037652997,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/RbpwJeijzS via @GoogleNews",Xenophon28,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news via googlenews
3248,284,284,2021-03-13 14:26:28+00:00,1370743064273301506,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/7gwv9qYYE2 via @nbcnews",MagnoliaG2012,"Fairfax, Virginia",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3249,285,285,2021-03-13 14:23:27+00:00,1370742305154473985,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/wI0vjrmSkz",brontyman,Southern California,0,4,2,1,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3250,286,286,2021-03-13 14:23:23+00:00,1370742287463018499,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/u7XaUWzQeG https://t.co/yJsztZy1Gs",SteveOnFront242,"Santa Fe, NM",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3251,287,287,2021-03-13 14:21:20+00:00,1370741775053287426,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/Dcj7XfNnBa",akaXochi,Texas,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3253,289,289,2021-03-13 14:13:55+00:00,1370739906386001930,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/Yvg14eVI6j via @GoogleNews",switterist,"Tucson, AZ",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news via googlenews
3254,290,290,2021-03-13 14:13:35+00:00,1370739824651550724,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/z3JrS95vXu",MaxineSykes,,0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3255,291,291,2021-03-13 14:13:05+00:00,1370739698579218432,"A month without water: In Jackson, Mississippi, struggling residents fear next outage.
https://t.co/n8ZxjD6C9i",GDAEman,Charm City AKA Mobtown,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3256,292,292,2021-03-13 14:12:35+00:00,1370739569105252356,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/GjwD66xArP",svdpusadisaster,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3258,294,294,2021-03-13 14:09:04+00:00,1370738686749515777,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/RhPL1kSh1E",denny77910621,"North Carolina, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3259,295,295,2021-03-13 14:06:50+00:00,1370738125463552005,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/nIDVL1GFGP",MyDoctorSteve,Memphis,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3260,296,296,2021-03-13 14:05:42+00:00,1370737837461577733,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/6x8wb65p5M via @nbcnews",polithist,"Boca Raton, Florida",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3262,298,298,2021-03-13 13:53:15+00:00,1370734704882761729,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/87D0T4wQKl",bluzybiker,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3263,299,299,2021-03-13 13:50:24+00:00,1370733990504710146,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/5qQmJynLJX via @GoogleNews",iamvholloway,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news via googlenews
3264,300,300,2021-03-13 13:47:32+00:00,1370733265791909888,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/VPPzBetjMA via @nbcnews",dbauer296,"St. Louis, Missouri",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3265,301,301,2021-03-13 13:35:27+00:00,1370730227282874368,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/LMd2oJ2Ec3 via @nbcnews",Sauflaterre,Earth,1,0,2,2,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3266,302,302,2021-03-13 13:32:25+00:00,1370729461365100551,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News
 https://t.co/N68htcTLrA",lita_meza13,sin city/co,0,1,1,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3269,305,305,2021-03-13 13:23:22+00:00,1370727184357277697,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/DgeiFQWO7P",msantiagophotos,"Brooklyn, NY ",1,5,10,0,a month without water in jackson mississippi struggling residents fear next outage 
3271,307,307,2021-03-13 13:10:30+00:00,1370723946920828930,"A month without water: In Jackson, Mississippi, struggling residents fear next outage – NBC News https://t.co/ao6cGCMww7",immitateNews,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3272,308,308,2021-03-13 12:59:23+00:00,1370721148435062786,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/E37FkehuxL via @nbcnews",RoyE55694555,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3273,309,309,2021-03-13 12:57:05+00:00,1370720570275422212,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/7uItE7qFbw",race_policy,"Winston-Salem, NC",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3274,310,310,2021-03-13 12:54:54+00:00,1370720020163072003,"A month without water: In Jackson, Mississippi, struggling residents fear next outage – NBC News https://t.co/w9lqSQXbFc",reuelek,"Hyderabad, Telangana, India",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3275,311,311,2021-03-13 12:30:34+00:00,1370713899402678275,"A month without water: In Jackson, Mississippi, struggling residents fear next outage | NBC News https://t.co/ju2Zg9AvnD",MediaModerated,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3276,312,312,2021-03-13 12:19:54+00:00,1370711211730481162,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/x4qA5oWbHy via @nbcnews",tara_mclean_,Rust Belt | Ohio,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3277,313,313,2021-03-13 12:17:07+00:00,1370710511008980998,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/7MST83BFxF",TheRadioTFI,"Queens, NY - Worldwide",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3278,314,314,2021-03-13 12:05:20+00:00,1370707547322265604,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/NK1hPO042w via @nbcnews",Scrappy_Pro,"Pennsylvania, USA",0,0,1,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3280,316,316,2021-03-13 10:53:01+00:00,1370689348249731072,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/s9JZ4FtPj1",KGNSnews,"Laredo, Texas",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3281,317,317,2021-03-13 10:47:06+00:00,1370687859951333378,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/BHDc8ndsGw via @nbcnews",cassady2euca,"Columbus, Ohio",0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3282,318,318,2021-03-13 10:40:52+00:00,1370686290031693826,"A month without water: In Jackson, Mississippi, struggling residents fear next outage: Some water mains in Mississippi's largest city are as fragile as ""peanut brittle,"" creating a recipe for widespread outages during harsh weather. https://t.co/L5v6mPVC4g",USRealityCheck,USA,0,4,2,1,a month without water in jackson mississippi struggling residents fear next outage some water mains in mississippi s largest city are as fragile as peanut brittle creating a recipe for widespread outages during harsh weather 
3285,321,321,2021-03-13 10:37:39+00:00,1370685482913443845,"A month without water: In Jackson, Mississippi, struggling residents fear next outage

https://t.co/WSYrILeRs6",TalkingAboutTh4,"New York, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3286,322,322,2021-03-13 10:36:44+00:00,1370685250695802882,"A month without water: In Jackson, Mississippi, struggling residents fear next outage: Some water mains in Mississippi's largest city are as fragile as ""peanut brittle,"" creating a recipe for widespread outages during harsh weather. https://t.co/lPjM0iXq7y",jilevin,"San Jose, CA",2,39,40,2,a month without water in jackson mississippi struggling residents fear next outage some water mains in mississippi s largest city are as fragile as peanut brittle creating a recipe for widespread outages during harsh weather 
3287,323,323,2021-03-13 10:34:59+00:00,1370684810797187075,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/Ltxs2BiLZY via @nbcnews",progressivepush,USA,0,19,11,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3307,346,346,2021-03-04 22:00:17+00:00,1367595779234222082,"Robert Sulton has lived in south Jackson since 2007, when he and his wife built their home just north of Byram. They had experienced power outages and boil-water notices before, but none as bad as the last two weeks of February 2021. #JXN https://t.co/OiuAL8fnmK https://t.co/7GSA4muZEf",JxnFreePress,"Jackson, Mississippi",0,3,3,0,robert sulton has lived in south jackson since  when he and his wife built their home just north of byram they had experienced power outages and boil water notices before but none as bad as the last two weeks of february  jxn 
3314,353,353,2021-03-03 18:01:10+00:00,1367173218763739157,"While Texas took the brunt of outages in the latest winter storm, residents in Jackson, Mississippi still don't have access to clean water and remain under a boil order nearly 2 weeks later. https://t.co/eb8iCpvWWb",accuweather,"State College, PA",1,3,6,0,while texas took the brunt of outages in the latest winter storm residents in jackson mississippi still don t have access to clean water and remain under a boil order nearly  weeks later 
3315,354,354,2021-03-03 17:03:58+00:00,1367158822909968390,"Robert Sulton has lived in south Jackson since 2007, when he and his wife built their home just north of Byram. They had experienced power outages and boil-water notices before, but none as bad as the last two weeks of February 2021. #JXN https://t.co/OiuAL7XMvc https://t.co/ul0BVMdle9",JxnFreePress,"Jackson, Mississippi",0,2,1,0,robert sulton has lived in south jackson since  when he and his wife built their home just north of byram they had experienced power outages and boil water notices before but none as bad as the last two weeks of february  jxn 
3338,380,380,2021-02-24 10:15:51+00:00,1364519402226388996,"Power outages, water shortage: Jackson eateries are finding a way despite the challenges https://t.co/SYQyM0Un35",lokeshjaral1,,0,0,0,0,power outages water shortage jackson eateries are finding a way despite the challenges 
3347,390,390,2021-02-21 22:00:07+00:00,1363609470664929286,"Snow and ice hit Mississippi in a way seldom seen the week of Feb. 15, 2021, closing down its capital city of Jackson, causing a city-wide boil-water alert, and causing multiple power outages. Associated Press photojournalist Rogelio V. Solis captured a city waiting to reopen ... https://t.co/FmHCV8rqBk",MSFreePress,"Mississippi, USA",0,3,6,1,snow and ice hit mississippi in a way seldom seen the week of feb   closing down its capital city of jackson causing a city wide boil water alert and causing multiple power outages associated press photojournalist rogelio v solis captured a city waiting to reopen 
3350,393,393,2021-02-21 02:09:59+00:00,1363309965667000320,"02-20-2021 Jackson County, KY Power &amp; Water Outages Big Mess https://t.co/n6AiXDUEaF via @YouTube",OnlyWhiteTiger,New York,0,0,0,0,   jackson county ky power amp water outages big mess via youtube
3354,397,397,2021-02-20 23:11:05+00:00,1363264943622156289,"02-20-2021 Jackson County, KY Power &amp; Water Outages Big Mess https://t.co/PpD3HgU24Z via @YouTube",stoneywolf,"Duluth, MN",0,0,0,0,   jackson county ky power amp water outages big mess via youtube
3356,399,399,2021-02-20 22:00:04+00:00,1363247071252410370,"Snow and ice hit Mississippi in a way seldom seen the week of Feb. 15, 2021, closing down its capital city of Jackson, causing a city-wide boil-water alert, and causing multiple power outages. Associated Press photojournalist Rogelio V. Solis captured a city waiting to reopen ... https://t.co/0Vr09au1nF",MSFreePress,"Mississippi, USA",0,0,3,0,snow and ice hit mississippi in a way seldom seen the week of feb   closing down its capital city of jackson causing a city wide boil water alert and causing multiple power outages associated press photojournalist rogelio v solis captured a city waiting to reopen 
3358,401,401,2021-02-19 22:00:15+00:00,1362884731361234951,"Snow and ice hit Mississippi in a way seldom seen the week of Feb. 15, 2021, closing down its capital city of Jackson, causing a city-wide boil-water alert, and causing multiple power outages. Associated Press photojournalist Rogelio V. Solis captured a city waiting to reopen ... https://t.co/WTNbsT1cE0",MSFreePress,"Mississippi, USA",0,6,11,1,snow and ice hit mississippi in a way seldom seen the week of feb   closing down its capital city of jackson causing a city wide boil water alert and causing multiple power outages associated press photojournalist rogelio v solis captured a city waiting to reopen 
3360,403,403,2021-02-19 17:54:02+00:00,1362822766542651393,"As power and water outages rock the South, among the hard-hit cities is Jackson, Mississippi, where most residents face little to no water pressure. https://t.co/A6aCPhS0QV",Nightline,"New York, USA",0,2,4,0,as power and water outages rock the south among the hard hit cities is jackson mississippi where most residents face little to no water pressure 
3361,404,404,2021-02-19 17:30:00+00:00,1362816718452719617,"As power and water outages rock the South, among the hard-hit cities is Jackson, Mississippi, where most residents face little to no water pressure. https://t.co/LedMtNrPZO",GMA,"New York, NY",5,5,28,1,as power and water outages rock the south among the hard hit cities is jackson mississippi where most residents face little to no water pressure 
3362,405,405,2021-02-19 16:04:01+00:00,1362795080050958344,"As power and water outages rock the South, among the hard-hit cities is Jackson, Mississippi, where most residents face little to no water pressure. https://t.co/pk7etJl3Mq",ABC,New York City / Worldwide,12,37,82,4,as power and water outages rock the south among the hard hit cities is jackson mississippi where most residents face little to no water pressure 
3406,38,38,2021-02-21 03:32:22+00:00,1363330699374256129,"This week’s winter storm was rough for Mississippi. In Lorman, ASU’s NAACP is working to provide Alcornites on campus with food, water, + other essentials used during the storm. Donations are welcomed from all in our beloved state. Together, we are #BraveStrong! @ASUNAACPCHAPTER https://t.co/6zw8r8bDbS",810rome,"Flint, MI",0,0,0,0,this week s winter storm was rough for mississippi in lorman asu s naacp is working to provide alcornites on campus with food water other essentials used during the storm donations are welcomed from all in our beloved state together we are bravestrong asunaacpchapter 
3407,39,39,2021-02-21 02:54:55+00:00,1363321272814497793,"This week’s winter storm was rough for Mississippi. In Lorman, ASU’s NAACP is working to provide Alcornites on campus with food, water, + other essentials used during the storm. Donations are welcomed from all in our beloved state. Together, we are #BraveStrong! @ASUNAACPCHAPTER https://t.co/IzOIsrxiAl",calvertlamon,"Jackson, MS",1,81,84,11,this week s winter storm was rough for mississippi in lorman asu s naacp is working to provide alcornites on campus with food water other essentials used during the storm donations are welcomed from all in our beloved state together we are bravestrong asunaacpchapter 
3422,57,57,2021-04-21 16:03:16+00:00,1384900550181933057,"While the nation watched Texas wrestle with its water crisis, it remained unaware of the struggles of Mississippi.  Struggles that revealed infrastructure problems statewide and are now the subject of debate within the state. #drinkingwater #Mississippi https://t.co/qZxfGNJZ92",enpressllc,"Ohio, USA",0,0,0,0,while the nation watched texas wrestle with its water crisis it remained unaware of the struggles of mississippi struggles that revealed infrastructure problems statewide and are now the subject of debate within the state drinkingwater mississippi 
3435,97,97,2021-04-07 18:03:08+00:00,1379857285405675524,LIVE w/ Jordan Chariton - The Water Crisis In Mississippi And Elsewhere ... https://t.co/9ZedEdDKcc via @YouTube,JordanChariton,"New York, NY",0,10,28,0,live w jordan chariton the water crisis in mississippi and elsewhere via youtube
3436,98,98,2021-04-07 18:01:50+00:00,1379856958631518209,LIVE w/ Jordan Chariton - The Water Crisis In Mississippi And Elsewhere The Media Ignores https://t.co/DM31CISiih,RonPlacone,"Los Angeles, CA",0,9,16,1,live w jordan chariton the water crisis in mississippi and elsewhere the media ignores 
3446,145,145,2021-03-27 05:17:54+00:00,1375678442331586561,"From Michigan, to Texas &amp; Mississippi, the U.S. is facing a major water crisis – but Congress could help fix that by passing the WATER Act! Call your Representative at 202-609-9041 NOW to show your support. #WaterIsAHumanRight #WaterForAll https://t.co/shR8hvLA6U",TRNorthridge,"Northridge, Los Angeles",0,0,0,0,from michigan to texas amp mississippi the u s is facing a major water crisis but congress could help fix that by passing the water act call your representative at    now to show your support waterisahumanright waterforall 
